anno_idx,end,imdbid,start,text_gen,text_gt
99,1150.08,tt0583521,1148.277,"['Phoebe, Monica, and Rachel sit together.', 'Phoebe looks at Monica and Rachel, holding wine.', 'The friends sit on steps, sharing wine.', 'Monica, Phoebe, and Rachel sit together, sipping wine.', 'The trio shares wine on the steps.']",Rachel's pillow falls off the balcony.
100,1219.23,tt0583521,1215.987,"['Joey and Chandler talk to the nurse, while Ross looks on.', 'Ross stands beside Joey and Chandler as they converse with the nurse.', 'Joey and Chandler chat with the nurse, Ross observing nearby.', 'The nurse is approached by Joey and Chandler, with Ross present.', 'Ross watches as Joey and Chandler discuss something with the nurse.']","Ross, with a splinted nose, hands in his paperwork to the nurse."
101,1252.922,tt0583521,1251.061,"['Chandler stands with hands on hips, looking at Ross.', 'Ross talks to Chandler, who listens intently.', 'Chandler and Ross stand together, focused on each other.', 'Ross speaks to Chandler, who remains still.', 'Chandler and Ross stand side by side, engaged in conversation.']","Ross looks to Chandler, who shrugs."
102,1276.437,tt0583521,1273.456,"['Chandler and Joey walk into a hospital, looking at a patient.', ""Chandler talks to a nurse while Joey looks at a patient's chart."", ""Joey and Chandler examine a patient's condition before leaving the hospital."", 'Chandler and Joey rush out of the hospital after checking on a patient.', 'The duo enters and exits the hospital, briefly checking on a patient.']",The puck flies out of Ross' hand and knocks out the nurse.
103,217.463,tt0583599,215.323,"['Phoebe talks to Joey, who nods.', ""Joey listens to Phoebe's words."", 'Phoebe looks at Joey, holding a cup.', 'Phoebe speaks, and Joey gives his attention.', 'Joey holds a green cup, listening to Phoebe.']",A blonde in a tight dress struts past.
104,236.401,tt0583599,233.6,"[""Joey stands up and walks towards Rachel, who's looking at him."", 'Rachel looks at Joey as he gets up and approaches her.', ""Joey walks towards Rachel, who's standing near the couch."", ""Joey gets up and heads towards Rachel, who's standing nearby."", 'Rachel watches as Joey stands up and moves towards her.']",He settles back on the couch and props his foot on his knee.
105,245.865,tt0583599,243.184,"['Joey walks towards Rachel, talking to her.', 'Rachel looks surprised as Joey approaches her.', 'Joey gets up and walks to Rachel, initiating a conversation.', ""Rachel's expression changes as Joey walks over to her."", 'Joey steps towards Rachel, engaging in a conversation with her.']",Rachel gets back to work as Joey heads over to Angela.
106,259.071,tt0583599,255.91,"['Joey stands behind the woman, gesturing with his hands.', 'The woman sits at a table as Joey talks and gestures to her.', 'Joey leans in, his hands moving as he converses with the woman.', ""Joey's hands move animatedly as he talks to the woman at the table."", ""Joey's hands gesticulate as he chats with the woman seated at the table.""]",She turns away to sip her drink as Joey smiles and nods.
107,264.323,tt0583599,262.582,"['Joey leans on the table beside her.', 'He smiles back at the woman.', ""She smiles at Joey's standing figure."", ""Joey looks at the woman's drink."", ""The woman's dress catches his eye.""]",Rachel wipes down tables.
108,346.423,tt0583599,343.802,"['Joey leans over the bar, talking to a woman.', 'Joey chats with a woman at the bar, sipping a drink.', 'Joey converses with a woman, straw in hand.', 'Joey talks to a woman at the bar, near a basket.', 'Joey engages with a woman, holding a drink with a straw.']","Angela gives him a smile, but it abruptly fades."
109,366.895,tt0583599,365.514,"['Joey speaks to the woman in red.', 'The woman in red walks away.', 'Joey talks to the woman standing before him.', 'The woman in red leaves with her handbag.', 'Joey converses with the woman in red dress.']",He glances around the cafe.
110,523.589,tt0583599,519.127,"['Monica waves at Joey, who looks at her, while Chandler watches.', 'Joey gazes at Monica as she waves, with Chandler observing the scene.', ""Monica waves at someone, with Joey's attention fixed on her, and Chandler's eyes on her too."", 'Chandler and Joey focus on Monica as she waves, her hand moving up and down.', ""Monica's waving hand catches Joey's attention, while Chandler's gaze is on her as well.""]","At Central Park, Chandler nervously peers outside, then paces over to Phoebe."
111,538.293,tt0583599,536.752,"['Phoebe and Chandler look at each other.', 'Phoebe and Chandler gaze at each other.', 'Chandler and Phoebe face each other.', 'Phoebe and Chandler exchange glances.', 'Chandler and Phoebe stare at each other.']",Chandler spots Janice entering.
112,542.847,tt0583599,541.947,"['Phoebe walks away.', 'Phoebe turns and leaves.', 'Phoebe walks off.', 'Phoebe turns around.', 'Phoebe walks away alone.']",Phoebe steps away.
113,574.964,tt0583599,573.363,"['Chandler sits with a woman holding an envelope.', 'Chandler looks at the woman with an envelope.', 'Chandler talks to a woman holding an envelope.', 'The woman holds a white envelope for Chandler.', 'Chandler converses with a woman holding a white envelope.']",They hug and go their separate ways.
114,603.278,tt0583599,599.996,"[""Janice wipes Chandler's mouth with a napkin, then he does the same."", 'Chandler repeatedly wipes his mouth with a napkin, with Janice watching.', 'Janice and Chandler engage in a series of mouth-wiping actions.', 'Chandler wipes his mouth multiple times, with Janice observing each time.', 'Janice and Chandler share a moment of mutual mouth-wiping.']","Their drinks arrive, and Chandler downs his espresso in one gulp."
115,663.266,tt0583599,661.784,"['Rachel talks to the man in yellow.', 'Rachel chats with the man in yellow.', 'Rachel converses with the yellow-shirted man.', 'Rachel and the yellow-shirted man converse.', 'Rachel discusses with the man in yellow.']","Rachel leans back, blinking."
116,670.533,tt0583599,669.532,"['Rachel talks to Janice nearby.', ""Ross joins Rachel's conversation."", 'Ross talks to Rachel and Janice.', 'Ross and Janice discuss something.', 'Rachel, Ross, and Janice chat.']",She waves bye-bye.
117,671.435,tt0583599,670.794,"['Rachel puts basket down.', 'Ross looks at Rachel.', 'Janice talks to Ross.', 'Rachel looks at Ross.', 'Ross looks at Rachel.']",Ross shows up.
118,699.581,tt0583599,696.739,"['Ross talks to Rachel in front of a washing machine.', 'Rachel stands in front of a washing machine as Ross chats.', 'Ross and Rachel converse near a washing machine with others nearby.', 'Rachel and Ross discuss something by a washing machine.', 'Ross and Rachel stand together near a washing machine.']",He blocks the coin slot and points accusingly at her.
119,701.402,tt0583599,700.141,"['Ross stands near Rachel at the washing machine.', 'Rachel stands in front of a washing machine.', 'Ross talks to Rachel near the washing machine.', 'A woman walks by the washing machine.', 'Rachel stands with Ross by the washing machine.']",They stare each other down.
120,705.444,tt0583599,702.042,"['Ross points at the washing machine as Rachel looks at him.', 'Rachel puts clothes in the washing machine while Ross observes.', 'Ross gestures at the washing machine as Rachel continues loading it.', 'Rachel loads the washing machine as Ross watches her.', 'Ross points at the washing machine as Rachel puts clothes inside.']",Then the lady sneers and starts removing her clothes from the machine.
121,736.458,tt0583599,733.676,"['Ross holds a box of detergent as Rachel puts clothes in the washing machine.', 'Rachel puts clothes in the washing machine as Ross holds detergent nearby.', 'Ross holds a box of detergent while Rachel loads the washing machine.', 'Rachel loads the washing machine as Ross stands beside her with detergent.', 'Ross holds a box of detergent, watching Rachel put clothes in the washing machine.']","He drops a big carton, then picks it up off the floor."
122,745.214,tt0583599,743.592,"['Ross holds a beer box near Rachel.', 'Rachel puts clothes in the washing machine.', 'Ross talks to Rachel by the machine.', 'Rachel loads laundry while Ross holds beer.', 'Ross stands near Rachel at the washer.']",He watches her mix lights and darks.
123,814.28,tt0583599,811.538,"['Ross puts clothes in the washing machine as Rachel talks to him.', 'Rachel talks to Ross while he loads the washing machine.', 'Ross looks at Rachel as she chats with him by the washing machine.', 'Ross loads the washing machine as Rachel converses beside him.', 'Rachel chats with Ross as he puts clothes in the washing machine.']","Joey, Monica, Bob, and Angela laugh over drinks."
124,819.683,tt0583599,817.922,"['Monica and Rachel sit together, laughing.', 'Monica and Rachel chat, sipping wine glasses.', 'Monica and Rachel share a laugh, wine nearby.', 'Rachel and Monica sit, laughing and looking at each other.', 'Monica and Rachel enjoy wine, chatting together.']",Monica pats Joey's leg approvingly.
125,915.946,tt0583599,914.425,"['Monica speaks directly to the audience.', 'Monica addresses the viewer directly.', 'Monica shares her thoughts with the audience.', 'Monica talks to the viewer.', 'Monica shares her thoughts aloud.']",Angela forces a smile.
126,918.907,tt0583599,916.706,"['Monica stands and talks to the camera.', 'Monica speaks directly to the audience.', 'Monica addresses the viewer.', 'Monica has a conversation with the audience.', 'Monica shares her thoughts with the viewer.']","At Central Perk, Chandler stands by Phoebe."
127,939.778,tt0583599,938.398,"['Chandler sits with Janice on the couch.', 'Janice smiles at Chandler on the couch.', 'Chandler chats with Janice on the couch.', 'Janice looks at Chandler on the couch.', 'Chandler and Janice sit together on the couch.']",He clenches his fists.
128,949.446,tt0583599,947.306,"['Janice gestures with her hands as she talks to Chandler.', 'Chandler nods as Janice speaks, looking at her.', ""Janice's hands move as she speaks to Chandler."", ""Chandler listens intently to Janice's words."", 'Janice and Chandler engage in a conversation.']","Her jaw drops, and she turns away from him."
129,954.609,tt0583599,951.847,"['Chandler gestures with his hands as he speaks to Janice.', 'Janice listens intently as Chandler talks with his hands.', ""Chandler's hands move animatedly as he converses with Janice."", ""Janice responds to Chandler's animated hand gestures."", ""Chandler's hands dance as he speaks to Janice, who listens attentively.""]","Gaping, she holds up a finger and sits back in her seat."
130,957.67,tt0583599,956.61,"['Janice points at Chandler.', 'Chandler points at himself.', 'Janice points at Chandler.', 'Chandler points at himself.', 'They point at each other.']",She takes a deep breath.
131,1139.153,tt0583599,1137.612,"['Monica and Joey look at each other.', 'Monica and Joey face each other.', 'Joey and Monica gaze at each other.', 'Monica and Joey share a glance.', 'They lock eyes with each other.']",He gives her an encouraging nod.
132,1140.253,tt0583599,1139.533,"['Monica looks at Joey.', 'Joey gazes at Monica.', 'Monica and Joey face each other.', 'They make eye contact.', 'Monica and Joey stare at each other.']",Back at the table.
133,1149.875,tt0583599,1147.694,"['Monica eats pizza while Joey watches her.', 'Joey stares at Monica eating pizza.', 'Monica looks at Joey as she eats pizza.', 'Monica takes a bite of pizza, Joey observing.', 'Joey watches Monica take a bite of pizza.']",She dabs wine from Bob's collar and neck.
134,1152.336,tt0583599,1150.515,"['Monica eats bread while Joey watches her.', 'Joey looks at Monica eating bread.', 'Monica looks at Joey while eating bread.', 'Joey stares at Monica eating bread.', 'Monica eats bread as Joey observes her.']",Angela and Joey make eyes at each other.
135,1158.578,tt0583599,1156.298,"['Janice eats a piece of bread while looking at Joey.', 'Janice holds a piece of bread as she gazes at Joey.', 'Janice takes a bite of bread while gazing at Joey.', 'Janice eats bread as she looks at Joey Tribbiani.', 'Janice munches on bread while staring at Joey.']",Angela smiles as she daintily nibbles one.
136,1162.66,tt0583599,1159.039,"['Joey Tribbiani eats a piece of food while Janice laughs nearby.,.', 'Janice laughs as Chandler Bing talks to her while Joey Tribbiani eats.,.', 'Joey Tribbiani eats a piece of food as Chandler Bing converses with Janice.,.', 'Chandler Bing talks to Janice as Joey Tribbiani enjoys his snack.,.', 'Janice laughs and Chandler Bing talks as Joey Tribbiani munches on food.']","At Central Perk, Chandler drums a table covered in empty espresso cups."
137,1180.866,tt0583599,1178.764,"['Janice slaps Chandler, who gets up and runs away.', 'Janice slaps Chandler, who quickly gets up and flees.', 'Janice hits Chandler, who springs up and runs off.', 'Chandler is slapped by Janice, then takes off running.', 'Janice strikes Chandler, who swiftly rises and exits.']","She leaves, and Chandler leaps over the couch."
138,1191.155,tt0583599,1189.734,"['Phoebe drinks from a shot glass.', 'Chandler spits out the drink.', 'Phoebe looks at Chandler.', 'Chandler drinks from a shot glass.', 'Phoebe and Chandler share a shot.']",He steals Phoebe's espresso.
