anno_idx,end,end_,imdbid,start,start_,text_gen,text_gt
67,1031.842,1030.341,tt0583653,1030.341,1030.341,"1. Main characters: Chandler Bing (red);
2. Actions: Chandler Bing is sitting on a couch and talking on the phone;
3. Character-character interactions: Chandler Bing is talking on the phone and looking at the camera;
4. Key objects: phone.",She hands him a cordless phone.
68,1060.774,1058.552,tt0583653,1058.552,1058.552,"1. Main characters: Chandler Bing (green), Rachel Green (red).
2. Actions: In Shot 2, Chandler is talking on the phone and then hands a note to Rachel. In Shot 3, Rachel is holding the note and talking.
3. Character-character interactions: Chandler hands a note to Rachel, who then talks.
4. Key objects: The note.",He smiles and hands the phone back to Rachel.
69,1062.996,1061.174,tt0583653,1061.174,1061.174,"1. Main characters: Rachel Green (green), Chandler Bing (red).
2. Actions: Rachel is holding a phone and talking, Chandler is sitting and listening.
3. Character-character interactions: Rachel is looking at Chandler, Chandler is looking at Rachel.
4. Key objects: phone.",He puts the cigarette out on the counter.
70,1073.266,1070.043,tt0583653,1070.043,1070.043,"1. Main characters: Rachel Green (green), Dr. Ross Geller (blue).
2. Actions: In Shot 2, Rachel is talking on the phone and then puts it down. In Shot 3, Ross is talking to Rachel and then turns to look at the TV.
3. Character-character interactions: Ross looks at Rachel in Shot 3.
4. Key objects: Phone in Shot 2, TV in Shot 3.",If only he were a woman.
71,1076.582,1074.94,tt0583653,1074.94,1074.94,"1. Main characters: Rachel Green (red), Dr. Ross Geller (blue).
2. Actions: Rachel is talking to Ross, Ross is listening to Rachel, Ross is looking at Rachel.
3. Character-character interactions: Rachel is talking to Ross, Ross is listening to Rachel, Ross is looking at Rachel.
4. Key objects: Rachel is holding a remote control.","They look at each other, confused."
72,1274.957,1272.315,tt0583653,1272.315,1272.315,"1. Main characters: Monica Geller;
2. Actions: Monica is talking;
3. Character-character interactions: Monica is looking at the man on the couch;
4. Key objects: Monica is wearing a black top.","Later, Monica and Dallin sit together on a couch."
73,1296.093,1292.47,tt0583653,1292.47,1292.47,"1. Main characters: Monica Geller (red).
2. Actions: Monica is eating ice cream.
3. Character-character interactions: Monica is eating ice cream.
4. Key objects: ice cream.","Executive Producers Kevin S. Bright, Marta Kaufman, and David Crane."
74,226.717,225.256,tt0583521,225.256,225.256,"1. Main characters: Joey Tribbiani (red);
2. Actions: Joey Tribbiani is sitting on a couch and talking to someone off-screen. He is holding a piece of paper in his hand. The camera pans to show other people in the room, including Chandler Bing (green) and Dr. Ross Geller (blue), who are also engaged in conversations with each other.
3. Character-character interactions: Joey Tribbiani is talking to someone off-screen, while Chandler Bing and Dr. Ross Geller are engaged in a conversation with each other.
4. Key objects: Joey Tribbiani is holding a piece of paper in his hand.",Chandler and Joey go after him.
75,267.987,266.166,tt0583521,266.166,266.166,"1. Main characters: Monica Geller (red), Chandler Bing (yellow), Dr. Ross Geller (pink);
2. Actions: Monica is holding a yellow cup and talking to Chandler. Chandler is looking at Monica and talking to her. Dr. Ross is standing and looking at Monica and Chandler;
3. Character-character interactions: Monica is talking to Chandler, Chandler is talking to Monica, Dr. Ross is looking at Monica and Chandler;
4. Key objects: Monica's yellow cup.",Rachel sits down to open the envelope.
76,305.95,302.569,tt0583521,302.569,302.569,"1. Main characters: Joey Tribbiani (blue), Chandler Bing (green), Dr. Ross Geller (red), Phoebe Buffay (pink), Rachel Green (yellow), Monica Geller (cyan).
2. Actions: Joey Tribbiani and Chandler Bing push the couch, Phoebe Buffay and Monica Geller sit on the couch, Rachel Green and Monica Geller talk.
3. Character-character interactions: Joey Tribbiani and Chandler Bing push the couch, Phoebe Buffay and Monica Geller sit on the couch, Rachel Green and Monica Geller talk.
4. Key objects: couch, table, chairs.",Rachel sulks off as they all dig out their wallets and pool their cash.
77,323.411,321.57,tt0583521,321.57,321.57,"1. Main characters: Dr. Ross Geller (red), Joey Tribbiani (green), Chandler Bing (pink).
2. Actions: Dr. Ross Geller is talking to Joey Tribbiani and Chandler Bing. Joey Tribbiani is talking to Dr. Ross Geller and Chandler Bing. Chandler Bing is talking to Dr. Ross Geller and Joey Tribbiani.
3. Character-character interactions: Dr. Ross Geller is talking to Joey Tribbiani and Chandler Bing. Joey Tribbiani is talking to Dr. Ross Geller and Chandler Bing. Chandler Bing is talking to Dr. Ross Geller and Joey Tribbiani.
4. Key objects: There are no key objects in this shot.",The pregnant woman looks behind the counter.
78,381.315,380.435,tt0583521,380.435,380.435,"1. Main characters: Rachel Green (green), Monica Geller (red), Phoebe Buffay (blue).
2. Actions: Rachel is talking to Monica and Phoebe, who are both looking at her with interest.
3. Character-character interactions: Rachel is speaking to Monica and Phoebe, who are both looking at her with interest.
4. Key objects: There are no key objects in this shot.",Rachel glares.
79,383.957,381.776,tt0583521,381.776,381.776,"1. Main characters: Phoebe Buffay (blue), Monica Geller (red).
2. Actions: Phoebe is sitting on the couch, while Monica is standing next to her. Phoebe is holding a piece of paper and talking to Monica.
3. Character-character interactions: Phoebe is looking at Monica, while Monica is looking at Phoebe.
4. Key objects: A piece of paper, a cup, and a vase on the table.",Chandler and Joey kick a can down the sidewalk.
80,391.113,389.793,tt0583521,389.793,389.793,"1. Main characters: Chandler Bing (yellow), Joey Tribbiani (pink).
2. Actions: Chandler and Joey are walking down the street, looking at something on the ground, and then looking at a store window.
3. Character-character interactions: Chandler and Joey are looking at each other and then at the store window.
4. Key objects: The store window and the items inside it.",Ross ignores them and sulks.
81,410.356,409.376,tt0583521,409.376,409.376,"1. Main characters: Chandler Bing (green), Dr. Ross Geller (blue).
2. Actions: Chandler Bing is talking to Dr. Ross Geller, who is standing with his hands in his pockets.
3. Character-character interactions: Chandler Bing is looking at Dr. Ross Geller, who is looking down.
4. Key objects: There are no key objects in this shot.",They continue on.
82,414.416,413.796,tt0583521,413.796,413.796,"1. Main characters: Dr. Ross Geller (red), Joey Tribbiani (blue);
2. Actions: Dr. Ross Geller and Joey Tribbiani are walking down the street. Dr. Ross Geller is wearing a white hockey jersey with the word ""Rangers"" on it. They are both looking at something in the distance.
3. Character-character interactions: Dr. Ross Geller and Joey Tribbiani are walking together and looking at something in the distance.",Ross stops.
83,504.05,502.99,tt0583521,502.99,502.99,"1. Main characters: Rachel Green;
2. Actions: Rachel is sitting in a chair and talking;
3. Character-character interactions: Rachel is looking at the camera.",Rachel hangs her head.
84,512.192,510.051,tt0583521,510.051,510.051,"1. Main characters: Rachel Green (red), Phoebe Buffay (green), Monica Geller (blue);
2. Actions: In Shot 2, Rachel is standing outside a building at night, looking at it. In Shot 3, Rachel is in the kitchen, standing next to Monica, who is holding a glass of water.
3. Character-character interactions: In Shot 3, Rachel and Monica are talking to each other.",Rachel slumps in and sets down her purse.
85,528.588,526.927,tt0583521,526.927,526.927,"1. Main characters: Rachel Green (red), Phoebe Buffay (blue), Monica Geller (green);
2. Actions: Rachel hands Monica a glass of juice, Monica drinks the juice, Phoebe looks at Monica;
3. Character-character interactions: Monica drinks the juice, Phoebe watches Monica;
4. Key objects: glass of juice.",Rachel drinks straight from the blender.
86,607.695,605.214,tt0583521,605.214,605.214,"1. Main characters: Rachel Green (red circle).
2. Actions: Rachel is talking on the phone and then puts it down.
3. Character-character interactions: None.
4. Key objects: Phone.",A lit-up sign reads Madison Square Garden.
87,611.356,608.255,tt0583521,608.255,608.255,"1. Main characters: Rachel Green;
2. Actions: Rachel Green is dancing in front of a TV, then she stops and looks at the camera;
3. Character-character interactions: There is no interaction between characters.","Ross, Chandler, and Joey find their seats in the crowded bleachers."
88,797.787,796.046,tt0583521,796.046,796.046,"1. Main characters: Nurse Sizemore (red), Chandler Bing (blue), Joey Tribbiani (green).
2. Actions: Nurse Sizemore is talking on the phone, Chandler Bing is standing next to her, and Joey Tribbiani is standing next to Chandler Bing.
3. Character-character interactions: Nurse Sizemore is talking to Chandler Bing and Joey Tribbiani, Chandler Bing is talking to Nurse Sizemore, and Joey Tribbiani is talking to Chandler Bing.
4. Key objects: Nurse Sizemore's phone, Chandler Bing's jacket, Joey Tribbiani's jersey.",She shoots them a withering glare.
89,821.856,819.255,tt0583521,819.255,819.255,"1. Main characters: Dr. Ross Geller (blue), Chandler Bing (red), Joey Tribbiani (green), Monica Geller (yellow), Rachel Green (pink);
2. Actions: Dr. Ross Geller is talking to the receptionist, Chandler Bing is talking to the receptionist, Joey Tribbiani is talking to the receptionist, Monica Geller is eating soup, Rachel Green is eating soup;
3. Character-character interactions: Dr. Ross Geller is talking to the receptionist, Chandler Bing is talking to the receptionist, Joey Tribbiani is talking to the receptionist, Monica Geller is eating soup, Rachel Green is eating soup.",She glares at Ross and all three of them back away.
90,828.399,826.618,tt0583521,826.618,826.618,"1. Main characters: Monica Geller (blue), Rachel Green (yellow);
2. Actions: Monica is eating noodles with chopsticks, Rachel is eating noodles with chopsticks, Monica is talking to Rachel;
3. Character-character interactions: Monica and Rachel are talking to each other;
4. Key objects: noodles, chopsticks.",Monica eats cookie dough off a spoon.
91,830.319,828.979,tt0583521,828.979,828.979,"1. Main characters: Monica Geller (blue), Rachel Green (yellow);
2. Actions: Monica is eating noodles with chopsticks, Rachel is eating noodles with a spoon, Monica is talking to Rachel;
3. Character-character interactions: Monica is talking to Rachel, Rachel is eating noodles;
4. Key objects: noodles, chopsticks, spoon.",Rachel pouts with her drink.
92,908.996,907.715,tt0583521,907.715,907.715,"1. Main characters: Rachel Green (red), Phoebe Buffay (green);
2. Actions: Rachel hands pizza to the man, then walks away with the pizza. Phoebe hands pizza to the man, then walks away with the pizza. The man takes the pizza from Rachel and Phoebe. The man walks away with the pizza. Phoebe and Rachel look at each other.
3. Character-character interactions: Phoebe and Rachel look at each other.",Monica runs to the window.
93,911.378,909.276,tt0583521,909.276,909.276,"1. Main characters: Rachel Green, Phoebe Buffay;
2. Actions: Rachel hands a pizza to Phoebe, then walks away. Phoebe puts the pizza on the table and turns around;
3. Character-character interactions: Rachel hands a pizza to Phoebe, then walks away.","Rachel pays for the pizza, and Phoebe opens it."
94,921.807,920.546,tt0583521,920.546,920.546,"1. Main characters: Phoebe Buffay (green), Rachel Green (red).
2. Actions: Phoebe and Rachel are standing in a room, with Phoebe holding a pizza box and talking to Rachel. Rachel is looking at the pizza box and nodding her head.
3. Character-character interactions: Phoebe is talking to Rachel, and Rachel is listening to her.
4. Key objects: pizza box.",Monica peers out the window.
